<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.15	22:10:00	2694.75	2695.73	2694.73	2695.71	238	0	22
2025.01.15	22:15:00	2695.71	2695.79	2695.03	2695.10	213	0	25
2025.01.15	22:20:00	2695.09	2695.47	2695.01	2695.19	281	0	31
2025.01.15	22:25:00	2695.16	2695.54	2694.95	2695.37	191	0	26
2025.01.15	22:30:00	2695.36	2695.42	2694.63	2694.69	335	0	23
2025.01.15	22:35:00	2694.67	2695.16	2694.52	2694.87	326	0	31
2025.01.15	22:40:00	2694.87	2695.64	2694.26	2695.49	655	0	20
2025.01.15	22:45:00	2695.50	2695.99	2694.63	2694.83	974	0	20
2025.01.15	22:50:00	2694.85	2696.03	2694.76	2695.86	713	0	20
2025.01.15	22:55:00	2695.87	2696.46	2695.46	2696.26	964	0	20
2025.01.15	23:00:00	2696.35	2696.59	2696.14	2696.41	261	0	20
2025.01.15	23:05:00	2696.41	2696.62	2696.21	2696.38	103	0	22
2025.01.15	23:10:00	2696.38	2697.30	2696.38	2697.03	137	0	20
2025.01.15	23:15:00	2697.00	2697.13	2696.21	2696.38	105	0	20
2025.01.15	23:20:00	2696.38	2696.48	2695.39	2695.42	118	0	21
2025.01.15	23:25:00	2695.41	2695.43	2694.78	2694.95	122	0	22
2025.01.15	23:30:00	2694.92	2695.27	2694.05	2694.05	139	0	20
2025.01.15	23:35:00	2694.07	2694.70	2694.00	2694.28	114	0	20
2025.01.15	23:40:00	2694.27	2695.09	2693.91	2694.99	75	0	29
2025.01.15	23:45:00	2694.95	2695.88	2694.94	2695.79	150	0	23
2025.01.15	23:50:00	2695.79	2696.50	2695.68	2696.37	196	0	35
2025.01.16	01:05:00	2696.33	2696.45	2692.88	2694.21	238	0	126
2025.01.16	01:10:00	2694.21	2695.16	2693.74	2694.81	102	0	66
2025.01.16	01:15:00	2694.81	2695.57	2694.47	2695.57	135	0	104
2025.01.16	01:20:00	2695.57	2696.02	2694.26	2695.62	191	0	35
2025.01.16	01:25:00	2695.58	2696.00	2695.19	2695.85	125	0	47
2025.01.16	01:30:00	2695.79	2696.18	2693.32	2694.47	111	0	35
2025.01.16	01:35:00	2694.17	2695.33	2693.71	2694.74	179	0	36
2025.01.16	01:40:00	2694.56	2694.71	2694.26	2694.71	105	0	50
2025.01.16	01:45:00	2694.64	2694.90	2694.12	2694.61	100	0	53
2025.01.16	01:50:00	2694.61	2695.42	2693.74	2694.91	217	0	53
2025.01.16	01:55:00	2694.91	2695.31	2694.22	2694.57	77	0	62
2025.01.16	02:00:00	2694.27	2694.90	2692.56	2694.12	159	0	43
2025.01.16	02:05:00	2694.15	2694.19	2692.53	2693.04	439	0	40
2025.01.16	02:10:00	2693.04	2694.22	2692.91	2693.76	471	0	35
2025.01.16	02:15:00	2693.85	2697.72	2693.71	2697.32	629	0	35
2025.01.16	02:20:00	2697.28	2698.09	2695.24	2695.55	324	0	35
2025.01.16	02:25:00	2695.44	2696.31	2692.46	2696.02	314	0	35
2025.01.16	02:30:00	2695.91	2696.95	2695.51	2695.53	370	0	35
2025.01.16	02:35:00	2695.53	2695.88	2694.32	2694.66	67	0	35
2025.01.16	02:40:00	2694.66	2697.43	2694.66	2696.29	424	0	38
2025.01.16	02:45:00	2696.14	2697.23	2695.33	2695.87	334	0	38
2025.01.16	02:50:00	2695.83	2696.27	2695.36	2696.06	349	0	40
2025.01.16	02:55:00	2696.22	2696.38	2694.99	2695.09	627	0	37
2025.01.16	03:00:00	2695.09	2698.24	2694.32	2697.97	1824	0	21
2025.01.16	03:05:00	2697.95	2699.92	2697.79	2699.78	1089	0	20
2025.01.16	03:10:00	2699.78	2699.90	2698.50	2699.13	811	0	24
2025.01.16	03:15:00	2699.13	2699.23	2698.11	2698.58	649	0	22
2025.01.16	03:20:00	2698.58	2699.58	2698.12	2699.28	793	0	24
2025.01.16	03:25:00	2699.48	2699.87	2698.99	2699.73	528	0	20
2025.01.16	03:30:00	2699.73	2702.04	2699.51	2700.53	1120	0	20
2025.01.16	03:35:00	2700.51	2701.30	2699.17	2699.17	973	0	20
2025.01.16	03:40:00	2699.17	2700.95	2698.74	2700.11	1412	0	20
2025.01.16	03:45:00	2700.11	2700.45	2697.92	2697.92	773	0	20
2025.01.16	03:50:00	2697.91	2698.36	2695.73	2695.90	903	0	31
2025.01.16	03:55:00	2695.90	2697.29	2695.46	2696.06	950	0	21
2025.01.16	04:00:00	2696.16	2697.96	2695.55	2697.14	1241	0	24
2025.01.16	04:05:00	2697.11	2698.00	2695.70	2697.15	466	0	20
2025.01.16	04:10:00	2697.13	2697.49	2695.95	2695.99	716	0	20
2025.01.16	04:15:00	2695.98	2696.53	2695.36	2695.98	911	0	20
2025.01.16	04:20:00	2696.01	2696.11	2695.30	2695.75	442	0	20
2025.01.16	04:25:00	2695.76	2696.63	2695.68	2696.55	365	0	22
2025.01.16	04:30:00	2696.55	2697.95	2696.10	2697.38	856	0	21
2025.01.16	04:35:00	2697.45	2697.45	2696.26	2696.53	422	0	22
2025.01.16	04:40:00	2696.63	2697.43	2696.28	2696.78	467	0	24
2025.01.16	04:45:00	2696.78	2697.18	2695.93	2696.18	432	0	21
2025.01.16	04:50:00	2696.18	2696.73	2695.69	2696.13	482	0	22
2025.01.16	04:55:00	2696.14	2697.58	2696.00	2697.39	395	0	21
2025.01.16	05:00:00	2697.39	2697.43	2695.93	2696.46	336	0	21
2025.01.16	05:05:00	2696.44	2697.19	2696.24	2697.13	265	0	25
2025.01.16	05:10:00	2697.17	2697.83	2696.63	2696.68	447	0	20
2025.01.16	05:15:00	2696.68	2697.34	2695.88	2696.51	482	0	23
2025.01.16	05:20:00	2696.63	2697.58	2696.23	2696.78	373	0	21
2025.01.16	05:25:00	2696.78	2696.80	2695.58	2696.32	644	0	20
2025.01.16	05:30:00	2696.37	2698.23	2696.31	2698.23	399	0	20
2025.01.16	05:35:00	2698.25	2698.25	2697.29	2697.44	279	0	20
2025.01.16	05:40:00	2697.42	2697.42	2696.74	2697.30	378	0	20
2025.01.16	05:45:00	2697.28	2697.43	2696.02	2696.40	233	0	20
2025.01.16	05:50:00	2696.39	2697.69	2696.39	2697.52	264	0	21
2025.01.16	05:55:00	2697.50	2697.52	2696.69	2697.03	358	0	20
2025.01.16	06:00:00	2696.98	2697.51	2696.87	2697.20	302	0	20
2025.01.16	06:05:00	2697.23	2697.23	2696.62	2697.09	206	0	20
2025.01.16	06:10:00	2697.10	2697.74	2696.87	2697.40	353	0	20
2025.01.16	06:15:00	2697.40	2698.06	2697.19	2697.69	324	0	20
2025.01.16	06:20:00	2697.66	2697.70	2696.88	2697.18	235	0	20
2025.01.16	06:25:00	2697.22	2697.27	2696.74	2697.01	242	0	20
2025.01.16	06:30:00	2697.00	2697.54	2696.86	2697.52	384	0	20
2025.01.16	06:35:00	2697.54	2697.76	2697.14	2697.31	322	0	20
2025.01.16	06:40:00	2697.34	2697.73	2697.26	2697.67	332	0	20
2025.01.16	06:45:00	2697.66	2697.95	2697.23	2697.39	541	0	20
2025.01.16	06:50:00	2697.36	2697.58	2697.05	2697.34	442	0	21
2025.01.16	06:55:00	2697.53	2697.67	2697.07	2697.19	327	0	34
2025.01.16	07:00:00	2697.22	2697.35	2696.74	2696.86	294	0	28
2025.01.16	07:05:00	2696.88	2697.07	2695.93	2696.00	331	0	20
2025.01.16	07:10:00	2696.05	2696.10	2695.11	2695.54	443	0	21
2025.01.16	07:15:00	2695.53	2695.97	2695.24	2695.70	466	0	20
2025.01.16	07:20:00	2695.72	2695.84	2694.84	2695.13	535	0	20
2025.01.16	07:25:00	2695.06	2695.12	2694.34	2694.57	361	0	26
2025.01.16	07:30:00	2694.48	2695.67	2693.78	2695.55	897	0	20
2025.01.16	07:35:00	2695.55	2695.73	2694.19	2694.46	749	0	20
2025.01.16	07:40:00	2694.43	2695.59	2694.10	2694.68	920	0	20
2025.01.16	07:45:00	2694.78	2694.98	2694.02	2694.73	715	0	20
2025.01.16	07:50:00	2694.77	2695.27	2694.04	2694.58	514	0	20
2025.01.16	07:55:00	2694.58	2694.84	2694.05	2694.68	376	0	26
2025.01.16	08:00:00	2694.74	2695.52	2693.66	2694.06	507	0	20
2025.01.16	08:05:00	2694.06	2694.82	2693.79	2693.98	552	0	22
2025.01.16	08:10:00	2694.01	2694.16	2690.80	2691.34	762	0	20
2025.01.16	08:15:00	2691.35	2691.88	2690.24	2690.50	900	0	20
2025.01.16	08:20:00	2690.54	2692.73	2689.94	2692.03	834	0	20
2025.01.16	08:25:00	2691.99	2692.43	2691.63	2691.95	490	0	20
2025.01.16	08:30:00	2691.95	2692.23	2691.47	2691.88	388	0	20
2025.01.16	08:35:00	2691.81	2692.93	2691.53	2692.39	786	0	24
2025.01.16	08:40:00	2692.39	2693.73	2692.25	2693.18	654	0	20
2025.01.16	08:45:00	2693.25	2693.68	2692.68	2693.67	804	0	20
2025.01.16	08:50:00	2693.66	2694.18	2693.33	2694.18	810	0	20
2025.01.16	08:55:00	2694.18	2694.78	2693.83	2693.96	554	0	20
2025.01.16	09:00:00	2693.94	2695.10	2693.41	2695.07	523	0	20
2025.01.16	09:05:00	2695.07	2696.40	2694.72	2696.24	604	0	20
2025.01.16	09:10:00	2696.33	2697.86	2695.79	2697.68	726	0	20
2025.01.16	09:15:00	2697.68	2698.80	2696.43	2696.66	1000	0	20
2025.01.16	09:20:00	2696.65	2697.60	2696.38	2696.99	567	0	20
2025.01.16	09:25:00	2696.86	2697.18	2695.90	2697.12	837	0	20
2025.01.16	09:30:00	2697.18	2698.14	2696.90	2697.41	884	0	20
2025.01.16	09:35:00	2697.41	2698.43	2696.95	2697.18	726	0	20
2025.01.16	09:40:00	2697.16	2698.93	2697.16	2698.33	579	0	20
2025.01.16	09:45:00	2698.33	2699.48	2696.13	2698.74	908	0	20
2025.01.16	09:50:00	2698.71	2699.89	2696.82	2697.09	695	0	20
2025.01.16	09:55:00	2697.01	2698.78	2696.76	2698.34	867	0	20
2025.01.16	10:00:00	2698.46	2698.83	2697.09	2698.60	1114	0	20
2025.01.16	10:05:00	2698.60	2699.75	2698.27	2699.75	1014	0	20
2025.01.16	10:10:00	2699.69	2700.20	2699.01	2699.77	1037	0	20
2025.01.16	10:15:00	2699.79	2702.41	2699.66	2701.84	1130	0	20
2025.01.16	10:20:00	2701.85	2703.12	2701.79	2702.44	788	0	20
2025.01.16	10:25:00	2702.39	2703.17	2700.93	2701.33	712	0	20
2025.01.16	10:30:00	2701.51	2701.52	2698.99	2699.26	904	0	20
2025.01.16	10:35:00	2699.26	2700.76	2698.85	2699.95	783	0	20
2025.01.16	10:40:00	2699.95	2700.19	2699.25	2699.37	484	0	20
2025.01.16	10:45:00	2699.38	2700.15	2698.96	2699.11	531	0	20
2025.01.16	10:50:00	2699.11	2699.35	2697.49	2698.22	621	0	20
2025.01.16	10:55:00	2698.28	2699.19	2698.02	2698.88	560	0	20
2025.01.16	11:00:00	2698.90	2699.62	2697.83	2697.83	1226	0	20
2025.01.16	11:05:00	2697.87	2700.44	2697.40	2699.89	1036	0	20
2025.01.16	11:10:00	2699.91	2702.01	2699.63	2701.61	738	0	20
2025.01.16	11:15:00	2701.61	2702.94	2700.77	2702.87	1107	0	20
2025.01.16	11:20:00	2702.86	2705.43	2702.86	2704.84	1252	0	20
2025.01.16	11:25:00	2704.79	2705.75	2703.85	2705.06	907	0	20
2025.01.16	11:30:00	2705.10	2705.70	2703.74	2704.18	856	0	20
2025.01.16	11:35:00	2704.10	2704.78	2703.17	2704.40	819	0	20
2025.01.16	11:40:00	2704.42	2705.97	2704.01	2705.04	727	0	20
2025.01.16	11:45:00	2705.03	2706.13	2705.03	2705.48	565	0	20
2025.01.16	11:50:00	2705.50	2705.72	2704.04	2704.53	1165	0	20
2025.01.16	11:55:00	2704.48	2706.10	2703.83	2705.33	1008	0	20
2025.01.16	12:00:00	2705.34	2706.46	2704.68	2706.16	807	0	20
2025.01.16	12:05:00	2706.19	2708.38	2705.90	2707.76	903	0	20
2025.01.16	12:10:00	2707.74	2708.43	2707.36	2708.16	799	0	20
2025.01.16	12:15:00	2708.18	2708.34	2707.22	2707.30	533	0	20
2025.01.16	12:20:00	2707.28	2708.53	2707.21	2707.76	759	0	20
2025.01.16	12:25:00	2707.78	2707.93	2706.72	2707.29	608	0	21
2025.01.16	12:30:00	2707.31	2707.53	2705.98	2706.73	655	0	20
2025.01.16	12:35:00	2706.72	2707.05	2705.17	2706.65	701	0	20
2025.01.16	12:40:00	2706.66	2706.75	2706.04	2706.17	518	0	20
2025.01.16	12:45:00	2706.18	2707.63	2706.17	2707.28	616	0	20
2025.01.16	12:50:00	2707.28	2707.86	2706.69	2707.43	491	0	20
2025.01.16	12:55:00	2707.42	2708.28	2707.24	2707.85	575	0	20
2025.01.16	13:00:00	2707.91	2708.17	2707.09	2707.53	615	0	20
2025.01.16	13:05:00	2707.55	2707.82	2706.58	2707.73	314	0	24
2025.01.16	13:10:00	2707.83	2709.13	2707.14	2707.18	600	0	20
2025.01.16	13:15:00	2707.18	2708.71	2706.88	2708.38	587	0	20
2025.01.16	13:20:00	2708.38	2709.47	2708.23	2709.17	462	0	20
2025.01.16	13:25:00	2709.16	2709.39	2708.24	2709.13	560	0	20
2025.01.16	13:30:00	2709.19	2710.90	2708.58	2710.78	553	0	20
2025.01.16	13:35:00	2710.80	2711.17	2708.77	2708.87	962	0	20
2025.01.16	13:40:00	2708.87	2708.94	2707.06	2707.99	902	0	20
2025.01.16	13:45:00	2708.02	2708.40	2707.28	2707.28	783	0	20
2025.01.16	13:50:00	2707.28	2708.60	2706.71	2707.80	546	0	20
2025.01.16	13:55:00	2707.86	2707.87	2706.18	2706.28	795	0	20
2025.01.16	14:00:00	2706.28	2706.57	2704.38	2706.51	1146	0	20
2025.01.16	14:05:00	2706.51	2707.30	2704.39	2704.73	974	0	20
2025.01.16	14:10:00	2704.72	2705.99	2704.18	2705.68	1062	0	20
2025.01.16	14:15:00	2705.70	2706.78	2704.58	2705.06	1202	0	20
2025.01.16	14:20:00	2705.08	2705.22	2702.47	2702.58	957	0	20
2025.01.16	14:25:00	2702.61	2703.30	2702.25	2702.42	741	0	20
2025.01.16	14:30:00	2702.38	2703.49	2700.99	2701.03	951	0	20
2025.01.16	14:35:00	2701.05	2702.66	2700.57	2701.91	1342	0	20
2025.01.16	14:40:00	2701.91	2702.58	2701.23	2701.70	1161	0	20
2025.01.16	14:45:00	2701.69	2703.83	2700.22	2703.22	1130	0	20
2025.01.16	14:50:00	2703.18	2705.00	2703.13	2703.93	911	0	20
2025.01.16	14:55:00	2703.92	2705.52	2703.52	2703.71	847	0	20
2025.01.16	15:00:00	2703.68	2704.26	2701.41	2702.11	1572	0	20
2025.01.16	15:05:00	2702.10	2704.26	2701.37	2703.43	1675	0	20
2025.01.16	15:10:00	2703.45	2706.42	2703.44	2706.36	1428	0	20
2025.01.16	15:15:00	2706.36	2708.01	2705.70	2707.74	944	0	20
2025.01.16	15:20:00	2707.72	2710.36	2707.49	2709.75	1673	0	20
2025.01.16	15:25:00	2709.75	2711.64	2709.36	2711.64	1066	0	20
2025.01.16	15:30:00	2712.30	2714.27	2710.31	2713.46	1938	0	20
2025.01.16	15:35:00	2713.45	2713.56	2710.05	2710.72	1761	0	20
2025.01.16	15:40:00	2710.70	2715.06	2709.64	2714.32	1633	0	20
2025.01.16	15:45:00	2714.31	2715.98	2713.99	2715.23	1675	0	20
2025.01.16	15:50:00	2715.06	2718.21	2714.92	2717.89	1262	0	20
2025.01.16	15:55:00	2717.85	2717.96	2713.61	2715.39	1868	0	20
2025.01.16	16:00:00	2715.45	2717.63	2715.11	2716.28	1003	0	20
2025.01.16	16:05:00	2716.36	2718.07	2715.52	2717.27	1214	0	20
2025.01.16	16:10:00	2717.19	2717.68	2713.82	2716.23	1447	0	20
2025.01.16	16:15:00	2716.23	2717.21	2715.33	2716.86	1654	0	20
2025.01.16	16:20:00	2716.87	2717.91	2715.45	2716.80	1678	0	20
2025.01.16	16:25:00	2716.79	2717.98	2715.48	2716.22	1544	0	20
2025.01.16	16:30:00	2716.22	2717.21	2713.50	2716.94	2009	0	20
2025.01.16	16:35:00	2717.04	2717.85	2712.87	2715.71	1878	0	20
2025.01.16	16:40:00	2715.65	2718.12	2715.37	2716.88	1696	0	20
2025.01.16	16:45:00	2716.93	2718.18	2716.15	2717.37	1648	0	20
2025.01.16	16:50:00	2717.35	2718.49	2715.89	2718.20	1607	0	20
2025.01.16	16:55:00	2718.18	2719.25	2717.71	2718.45	1454	0	20
2025.01.16	17:00:00	2718.44	2718.48	2716.08	2717.77	1403	0	20
2025.01.16	17:05:00	2717.83	2719.25	2714.78	2717.01	2078	0	20
2025.01.16	17:10:00	2717.07	2718.35	2712.83	2713.10	1791	0	20
2025.01.16	17:15:00	2713.10	2717.11	2712.89	2716.89	1772	0	20
2025.01.16	17:20:00	2716.80	2717.68	2714.61	2717.13	1886	0	20
2025.01.16	17:25:00	2717.13	2719.08	2717.01	2717.73	1654	0	20
2025.01.16	17:30:00	2717.74	2719.53	2717.50	2719.26	2064	0	20
2025.01.16	17:35:00	2719.29	2719.46	2716.39	2716.82	1625	0	20
2025.01.16	17:40:00	2716.82	2717.05	2715.08	2715.52	1302	0	20
2025.01.16	17:45:00	2715.47	2715.47	2712.51	2713.17	1447	0	20
2025.01.16	17:50:00	2713.41	2714.75	2712.65	2713.08	1377	0	20
2025.01.16	17:55:00	2712.99	2716.93	2712.82	2716.93	1483	0	20
2025.01.16	18:00:00	2717.02	2718.60	2716.58	2718.33	1885	0	20
2025.01.16	18:05:00	2718.33	2718.78	2716.86	2718.68	1683	0	20
2025.01.16	18:10:00	2718.59	2720.08	2717.78	2718.65	1274	0	20
2025.01.16	18:15:00	2718.70	2720.22	2718.22	2719.52	1738	0	20
2025.01.16	18:20:00	2719.57	2720.03	2717.65	2717.72	1567	0	20
2025.01.16	18:25:00	2717.72	2719.38	2717.46	2718.41	1027	0	20
2025.01.16	18:30:00	2718.43	2720.62	2717.69	2720.15	1151	0	20
2025.01.16	18:35:00	2720.14	2721.48	2718.19	2718.44	1176	0	20
2025.01.16	18:40:00	2718.44	2719.96	2718.25	2719.82	873	0	20
2025.01.16	18:45:00	2719.84	2720.53	2718.86	2720.53	1251	0	20
2025.01.16	18:50:00	2720.58	2722.31	2720.20	2722.30	1216	0	20
2025.01.16	18:55:00	2722.30	2722.35	2720.16	2720.41	902	0	20
2025.01.16	19:00:00	2720.31	2722.02	2719.50	2721.75	1025	0	20
2025.01.16	19:05:00	2721.78	2722.54	2721.36	2721.40	949	0	20
2025.01.16	19:10:00	2721.40	2722.18	2720.98	2721.51	776	0	20
2025.01.16	19:15:00	2721.57	2722.69	2720.68	2722.08	1219	0	20
2025.01.16	19:20:00	2722.08	2722.39	2721.12	2722.25	1144	0	20
2025.01.16	19:25:00	2722.24	2723.04	2722.07	2722.25	762	0	20
2025.01.16	19:30:00	2722.25	2723.05	2722.16	2722.92	482	0	20
2025.01.16	19:35:00	2722.94	2724.71	2722.71	2724.22	925	0	20
2025.01.16	19:40:00	2724.22	2724.61	2723.05	2723.41	966	0	20
2025.01.16	19:45:00	2723.41	2723.67	2721.55	2722.94	584	0	20
2025.01.16	19:50:00	2722.94	2723.02	2720.98	2721.41	549	0	20
2025.01.16	19:55:00	2721.45	2722.41	2721.31	2721.77	1054	0	20
2025.01.16	20:00:00	2721.83	2722.13	2720.97	2721.94	970	0	20
2025.01.16	20:05:00	2721.94	2723.26	2721.86	2722.77	652	0	20
2025.01.16	20:10:00	2722.83	2722.95	2720.65	2720.74	603	0	20
2025.01.16	20:15:00	2720.76	2720.85	2719.44	2720.17	655	0	20
2025.01.16	20:20:00	2720.18	2720.43	2718.83	2719.52	694	0	20
2025.01.16	20:25:00	2719.42	2719.74	2717.68	2717.99	877	0	20
2025.01.16	20:30:00	2717.99	2718.50	2717.31	2717.64	898	0	20
2025.01.16	20:35:00	2717.65	2718.86	2717.01	2717.04	865	0	20
2025.01.16	20:40:00	2717.04	2717.48	2715.52	2716.38	679	0	20
2025.01.16	20:45:00	2716.38	2716.70	2715.48	2716.27	724	0	20
2025.01.16	20:50:00	2716.36	2717.37	2715.67	2716.10	920	0	20
2025.01.16	20:55:00	2716.06	2716.11	2714.82	2715.23	754	0	20
2025.01.16	21:00:00	2715.24	2717.02	2715.10	2716.88	1121	0	20
2025.01.16	21:05:00	2716.94	2717.15	2715.38	2715.53	950	0	20
2025.01.16	21:10:00	2715.52	2716.03	2715.30	2715.41	632	0	20
2025.01.16	21:15:00	2715.43	2716.37	2715.33	2715.56	632	0	20
2025.01.16	21:20:00	2715.51	2716.89	2715.11	2715.18	755	0	20
2025.01.16	21:25:00	2715.19	2716.47	2715.19	2715.54	717	0	20
2025.01.16	21:30:00	2715.55	2716.13	2715.27	2715.64	619	0	20
2025.01.16	21:35:00	2715.60	2716.11	2715.33	2715.55	524	0	20
2025.01.16	21:40:00	2715.54	2715.97	2714.96	2715.14	596	0	20
2025.01.16	21:45:00	2715.15	2715.76	2714.79	2715.10	569	0	20
2025.01.16	21:50:00	2715.08	2715.50	2714.79	2715.19	520	0	20
2025.01.16	21:55:00	2715.11	2715.63	2715.03	2715.35	536	0	20
2025.01.16	22:00:00	2715.36	2715.58	2714.40	2714.55	585	0	20
2025.01.16	22:05:00	2714.46	2715.40	2714.46	2714.95	518	0	20
2025.01.16	22:10:00	2714.96	2715.41	2714.40	2714.73	403	0	20
2025.01.16	22:15:00	2714.73	2716.31	2714.72	2715.42	272	0	20
2025.01.16	22:20:00	2715.44	2716.72	2715.41	2716.04	459	0	20
2025.01.16	22:25:00	2716.03	2716.30	2715.61	2715.65	330	0	20
2025.01.16	22:30:00	2715.69	2716.75	2714.99	2716.72	547	0	20
2025.01.16	22:35:00	2716.72	2716.83	2716.23	2716.43	590	0	20
2025.01.16	22:40:00	2716.41	2716.72	2715.78	2716.16	479	0	20
2025.01.16	22:45:00	2716.17	2716.59	2716.16	2716.32	299	0	20
2025.01.16	22:50:00	2716.31	2717.06	2715.90	2715.92	459	0	20
2025.01.16	22:55:00	2715.94	2716.21	2715.31	2715.77	662	0	20
2025.01.16	23:00:00	2715.81	2715.96	2714.31	2714.37	375	0	20
2025.01.16	23:05:00	2714.43	2715.35	2713.92	2714.20	306	0	20
2025.01.16	23:10:00	2714.17	2714.77	2713.82	2714.17	222	0	20
2025.01.16	23:15:00	2714.17	2714.19	2713.15	2713.25	251	0	20
2025.01.16	23:20:00	2713.26	2713.58	2712.42	2713.13	334	0	20
2025.01.16	23:25:00	2713.09	2713.14	2712.25	2712.74	306	0	35
2025.01.16	23:30:00	2712.75	2713.46	2712.71	2712.89	238	0	20
2025.01.16	23:35:00	2713.06	2713.39	2712.70	2713.11	105	0	20
2025.01.16	23:40:00	2713.10	2714.41	2712.95	2713.68	176	0	20
2025.01.16	23:45:00	2713.70	2713.83	2712.99	2713.76	249	0	28
2025.01.16	23:50:00	2713.71	2714.55	2713.67	2714.43	177	0	20
2025.01.17	01:05:00	2714.02	2714.92	2713.91	2714.12	192	0	44
2025.01.17	01:10:00	2714.13	2714.22	2713.99	2714.05	123	0	57
2025.01.17	01:15:00	2714.05	2714.05	2713.81	2714.00	68	0	50
2025.01.17	01:20:00	2713.99	2714.16	2713.75	2713.78	142	0	35
2025.01.17	01:25:00	2713.74	2713.76	2713.25	2713.46	120	0	35
2025.01.17	01:30:00	2713.35	2713.95	2712.38	2713.66	237	0	35
2025.01.17	01:35:00	2713.68	2714.34	2713.36	2714.05	243	0	35
2025.01.17	01:40:00	2714.06	2714.50	2713.60	2714.44	156	0	35
2025.01.17	01:45:00	2714.45	2714.80	2714.17	2714.65	141	0	35
2025.01.17	01:50:00	2714.54	2714.76	2713.90	2714.06	230	0	36
2025.01.17	01:55:00	2714.08	2714.86	2713.76	2714.57	195	0	35
2025.01.17	02:00:00	2714.57	2715.37	2714.05	2714.78	478	0	35
2025.01.17	02:05:00	2714.78	2715.24	2714.65	2714.78	67	0	39
2025.01.17	02:10:00	2714.78	2714.78	2714.15	2714.45	23	0	42
2025.01.17	02:15:00	2714.45	2715.15	2714.15	2714.36	88	0	39
2025.01.17	02:20:00	2714.36	2714.57	2713.98	2714.08	23	0	38
2025.01.17	02:25:00	2714.15	2714.38	2713.60	2713.78	131	0	38
2025.01.17	02:30:00	2713.78	2715.64	2713.78	2715.56	516	0	38
2025.01.17	02:35:00	2715.54	2715.81	2715.14	2715.47	627	0	40
2025.01.17	02:40:00	2715.46	2716.04	2715.14	2715.38	578	0	38
2025.01.17	02:45:00	2715.38	2715.75	2714.94	2715.43	543	0	35
2025.01.17	02:50:00	2715.43	2715.55	2714.83	2714.97	211	0	42
2025.01.17	02:55:00	2714.97	2714.97	2714.14	2714.53	304	0	21
2025.01.17	03:00:00	2714.57	2714.65	2710.33	2710.42	1287	0	20
2025.01.17	03:05:00	2710.43	2711.76	2710.40	2710.69	718	0	20
2025.01.17	03:10:00	2710.69	2712.81	2710.39	2710.98	1160	0	20
2025.01.17	03:15:00	2710.96	2712.53	2710.89	2712.22	983	0	20
2025.01.17	03:20:00	2712.20	2713.35	2710.49	2710.49	1132	0	20
2025.01.17	03:25:00	2710.46	2711.18	2709.83	2710.20	1032	0	20
2025.01.17	03:30:00	2710.19	2711.56	2710.03	2711.17	659	0	20
2025.01.17	03:35:00	2711.18	2712.40	2711.14	2711.66	755	0	20
2025.01.17	03:40:00	2711.64	2713.19	2710.73	2712.67	1072	0	20
2025.01.17	03:45:00	2712.68	2714.15	2712.35	2713.28	926	0	20
2025.01.17	03:50:00	2713.21	2714.58	2713.19	2713.56	791	0	20
2025.01.17	03:55:00	2713.50	2714.71	2713.43	2714.67	575	0	27
2025.01.17	04:00:00	2714.79	2715.33	2713.89	2714.32	693	0	20
2025.01.17	04:05:00	2714.35	2715.90	2713.92	2714.88	734	0	20
2025.01.17	04:10:00	2714.88	2715.94	2714.55	2715.84	539	0	23
2025.01.17	04:15:00	2715.88	2716.51	2715.49	2715.80	388	0	20
2025.01.17	04:20:00	2715.80	2716.75	2715.71	2716.26	611	0	20
2025.01.17	04:25:00	2716.26	2716.26	2714.93	2714.98	384	0	31
2025.01.17	04:30:00	2714.98	2715.91	2714.73	2715.54	607	0	20
2025.01.17	04:35:00	2715.54	2715.97	2715.01	2715.09	421	0	20
2025.01.17	04:40:00	2715.09	2716.50	2714.62	2716.25	491	0	20
2025.01.17	04:45:00	2716.26	2717.03	2715.33	2715.46	663	0	23
2025.01.17	04:50:00	2715.44	2715.68	2714.64	2714.90	532	0	23
2025.01.17	04:55:00	2714.91	2715.95	2714.78	2715.73	608	0	20
2025.01.17	05:00:00	2715.68	2717.00	2715.53	2716.98	670	0	29
2025.01.17	05:05:00	2716.99	2717.33	2716.59	2716.96	718	0	22
2025.01.17	05:10:00	2716.90	2717.02	2716.21	2716.47	508	0	20
2025.01.17	05:15:00	2716.47	2716.70	2715.15	2715.21	449	0	20
2025.01.17	05:20:00	2715.21	2715.91	2714.57	2714.57	291	0	20
2025.01.17	05:25:00	2714.57	2715.95	2714.53	2715.57	412	0	21
2025.01.17	05:30:00	2715.57	2715.77	2714.66	2714.97	281	0	20
2025.01.17	05:35:00	2714.97	2715.41	2714.79	2715.23	262	0	23
2025.01.17	05:40:00	2715.24	2715.62	2715.02	2715.36	241	0	28
2025.01.17	05:45:00	2715.38	2715.56	2714.83	2714.83	312	0	23
2025.01.17	05:50:00	2714.83	2715.93	2714.79	2715.78	262	0	24
2025.01.17	05:55:00	2715.88	2715.96	2715.19	2715.48	339	0	20
2025.01.17	06:00:00	2715.47	2715.84	2714.73	2715.20	286	0	20
